Name,Mileage,Dealer Name,Rating,Review Count,Price
2021 Volkswagen Passat 2.0T R-Line,"18,402 mi.",Tom Bush Volkswagen,4.7,701 ,"$29,900"
2020 Cadillac CT4 Sport,"20,761 mi.",Loehmann-Blasius Chevrolet,4.2,735 ,"$33,990"
2022 Honda Ridgeline ,"9,430 mi.",Groove Honda,4.7,882 ,"$42,995"
2019 Cadillac Escalade Platinum,"46,057 mi.",Willis Automotive,4.7,"1,931 ","$63,999"
2022 GMC Terrain SLE,"25,047 mi.","Bishop GMC Cadillac, Inc.",5.0,22 ,"$28,771"
2021 Ford Expedition XLT,"28,830 mi.",Richardson Ford Inc.,n/a,66 ,"$48,900"
2020 Ford Mustang GT,"9,431 mi.",Nick Abraham Auto Mall,4.4,165 ,"$44,936"
2021 Cadillac XT6 Premium Luxury AWD,"22,543 mi.",Joe Bullard Cadillac,4.5,738 ,"$51,000"
2019 Toyota Sequoia Limited,"23,502 mi.",Bell Road Toyota,3.5,659 ,"$56,997"
2022 Honda Civic Si Base,"2,088 mi.",Honda of New Rochelle,4.8,"3,112 ","$34,380"
2021 Chevrolet Traverse LT Leather,"36,397 mi.",Jim Hudson Chevrolet,4.3,770 ,"$37,093"
2019 Honda Civic Si Base,"57,526 mi.",Ken Vance Honda,n/a,14 ,"$26,492"
2019 Volkswagen Arteon 2.0T SEL R-Line,"27,520 mi.",Open Road Volkswagen Manhattan,n/a,96 ,"$27,111"
2022 Volvo XC90 T6 Inscription 7 Passenger,"5,052 mi.",Suntrup Volvo Cars West County,4.6,466 ,"$62,420"
2020 Volkswagen Passat 2.0T SE,"8,261 mi.","Northtowne Volkswagen, Hyundai, Mazda",3.5,754 ,"$25,988"
2021 Chrysler Pacifica Pinnacle,"29,164 mi.",Deery of Ames CDJR,4.8,"1,334 ","$53,000"
2021 Dodge Durango R/T,"29,908 mi.",Woody's Dodge Jeep Chrysler RAM,4.6,"1,821 ","$54,485"
2018 Honda HR-V ,"20,651 mi.",House of Honda,n/a,0 ,"$25,500"
2019 Acura TLX Technology & A-Spec,"31,466 mi.",Scanlon Acura,4.8,403 ,"$31,450"
2021 BMW 330 i,"40,018 mi.",BMW of West Houston,4.7,"1,066 ","$37,997"
2022 Ford Mustang GT,556 mi.,Elder Ford of Tampa,4.4,"3,732 ","$42,667"
2019 Volkswagen Atlas 3.6 V6 SE R-Line,"31,022 mi.",Wallace Imports of Johnson City,3.0,80 ,"$37,773"
2019 Chevrolet Blazer 2LT,"30,851 mi.",Service Chevrolet Cadillac,2.7,142 ,"$32,000"
2020 Volkswagen Passat 2.0T S,"9,026 mi.",Kelly Volkswagen,4.7,964 ,"$23,696"
2018 Chevrolet Camaro ZL1,"14,108 mi.",Reliable Chevrolet,2.8,"1,279 ","$62,995"
2019 Honda CR-V LX,"13,330 mi.",Honda North,4.3,"1,924 ","$26,487"
2019 Acura RDX ,"30,966 mi.",Smail Acura,3.2,506 ,"$35,890"
2020 Jeep Gladiator Sport,"46,763 mi.",Elgin Chrysler Dodge Jeep Ram,2.9,802 ,"$35,490"
2017 GMC Terrain SLE-2,"54,028 mi.",Meyer Motors,n/a,33 ,"$21,956"
2022 Ford F-150 Platinum,"1,718 mi.",Metro Ford,4.7,"1,756 ","$66,991"
2018 Porsche Panamera Sport Turismo 4,"33,294 mi.",Porsche Stratham,n/a,10 ,"$69,987"
2021 BMW M440 i xDrive,"8,264 mi.",Sewell BMW of Grapevine,3.7,63 ,"$57,647"
2023 GMC Yukon XL SLT,"1,497 mi.",Beck & Masten North,4.1,"1,269 ","$74,984"
2019 Nissan Titan SV,"20,601 mi.",Bill Ray Nissan,3.6,376 ,"$43,535"
2019 Nissan Maxima 3.5 SR,"30,090 mi.",Pohanka Nissan of Fredericksburg,n/a,40 ,"$31,987"
2018 Volvo V60 T5 Dynamic,"26,892 mi.",Scott Volvo Cars Allentown,n/a,18 ,"$27,995"
2020 BMW X4 M SPORTS ACTIVITY,"24,710 mi.",Stevens Creek BMW,4.5,"1,619 ","$60,406"
2022 Chevrolet Camaro LT1,"10,903 mi.",Rick Hendrick Chevrolet of Duluth,4.9,"2,078 ","$43,979"
2019 Subaru Ascent Limited 7-Passenger,"27,168 mi.",Beechmont Subaru,4.3,444 ,"$32,355"
2019 Chevrolet Tahoe Premier,"25,701 mi.",Andrew Chevrolet,4.5,"2,437 ","$58,695"
2019 Toyota Tundra Limited,"64,412 mi.",Serra Toyota of Decatur,4.0,468 ,"$44,000"
2019 GMC Yukon SLE,"55,583 mi.",Arnold-Baker Chevrolet,n/a,12 ,"$39,500"
2017 Ford Expedition EL XLT,"96,942 mi.",Future Ford of Clovis,4.7,"2,368 ","$27,951"
2019 Chevrolet Suburban LS,"41,420 mi.",La Quinta Chevrolet,4.0,459 ,"$41,988"
2019 Porsche Macan S,"31,575 mi.",Foreign Cars Italia,4.9,"1,273 ","$57,851"
2020 Bentley Flying Spur W12,"13,296 mi.",Suburban Exotic Motorcars,n/a,n/a,"$228,950"
2020 Subaru Outback ,"49,424 mi.",Wilsonville Subaru,4.9,"1,642 ","$26,992"
2021 Jeep Grand Cherokee Trailhawk,"22,343 mi.",Fitzpatrick's Chrysler Dodge Jeep,n/a,6 ,"$41,999"
2021 GMC Yukon SLT,"37,652 mi.",Larkin Cobb Chevrolet Buick GMC,n/a,12 ,"$65,988"
2020 RAM 1500 Longhorn,"36,594 mi.",Thomasville Chrysler Dodge Jeep Ram,n/a,3 ,"$51,900"
2022 Nissan Armada Platinum,"2,998 mi.",South Houston Nissan,3.0,268 ,"$59,996"
2022 BMW M850 Gran Coupe i xDrive,"12,112 mi.",Chapman BMW on Camelback,4.7,"1,413 ","$88,256"
2019 Chevrolet Camaro 2LT,"19,767 mi.",Scott Chevrolet Cadillac,4.8,526 ,"$31,992"
2021 RAM 1500 Laramie,"60,624 mi.",Albany Chrysler Dodge Jeep RAM,4.5,60 ,"$45,990"
2019 Chrysler Pacifica Hybrid Touring Plus,"49,804 mi.",Larry H. Miller Chrysler Jeep Dodge RAM Boise,4.2,"1,164 ","$33,864"
2021 BMW M440 i xDrive,"12,676 mi.",The BMW Store Cincinnati,4.9,"1,501 ","$61,711"
2020 Porsche Macan S,"15,569 mi.",Porsche Gold Coast,2.6,74 ,"$63,900"
2020 BMW 750 i xDrive,"17,930 mi.",BMW of Henderson,4.5,"1,036 ","$69,994"
2020 Acura MDX 3.5L w/Technology Package,"10,683 mi.",Duval Acura,4.9,"2,461 ","$42,500"
2020 RAM 1500 Rebel,"54,888 mi.",East Hills Chrysler Jeep Dodge RAM,4.8,"3,532 ","$39,455"
2021 Toyota 4Runner Nightshade,"31,091 mi.",Jim Ellis Toyota of McDonough,4.7,"5,224 ","$49,694"
2021 Ford F-150 XLT,"10,486 mi.",Broadway Ford Hyundai on Military,4.4,"1,167 ","$45,000"
2020 BMW M550 i xDrive,"45,563 mi.",Sewickley BMW,4.6,266 ,"$59,995"
2022 Chevrolet Tahoe LT,"2,005 mi.",Boch Chevrolet,2.9,609 ,"$68,277"
2020 BMW 330 i,"9,659 mi.",BMW of San Antonio,4.1,959 ,"$37,962"
2020 Toyota Highlander LE,"44,344 mi.",Lithia Toyota of Redding,4.7,"1,466 ","$33,995"
2019 Toyota Highlander LE,"39,203 mi.",Mark Miller Toyota,4.7,"1,312 ","$30,970"
2021 Ferrari F8 Tributo Base,"3,588 mi.",Wide World Ferrari,4.1,24 ,"$427,888"
2022 Ford Bronco Wildtrak,166 mi.,Mac Haik Ford,4.4,"1,130 ","$69,491"
2020 Ford Expedition Limited,"15,374 mi.",Kendall Ford of Eugene,4.3,"1,075 ","$58,981"
2019 Toyota RAV4 Hybrid XSE,"26,045 mi.",Stone Mountain Toyota,3.6,955 ,"$39,050"
2021 Toyota Highlander XSE,"34,396 mi.",Hubert Vester Toyota,4.8,"1,581 ","$43,000"
2021 Chevrolet Trailblazer LS,"35,664 mi.",Gjovik Chevrolet Buick GMC,4.7,975 ,"$26,999"
2021 Volkswagen Atlas Cross Sport 3.6L V6 SEL Premium,"18,267 mi.",Fitzgerald Volkswagen Frederick,n/a,1 ,"$44,895"
2019 Chevrolet Equinox Premier w/2LZ,"61,247 mi.",Randall Buick GMC Cadillac,n/a,11 ,"$25,995"
2022 Ford F-250 XLT,"32,685 mi.",Apple Ford Lincoln Apple Valley,4.3,"1,641 ","$57,999"
2021 Volkswagen Atlas 3.6L SE w/Technology,"25,538 mi.","Northtowne Volkswagen, Hyundai, Mazda",3.5,754 ,"$40,988"
2020 Volkswagen Passat 2.0T SE,"44,369 mi.",Tracy Volkswagen Inc.,n/a,5 ,"$24,993"
2019 Nissan Maxima 3.5 Platinum,"39,126 mi.",Freehold Nissan,2.8,872 ,"$27,995"
2020 Toyota Sequoia SR5,"65,078 mi.",Cedar Rapids Toyota,4.9,"1,840 ","$45,000"
2022 Kia Stinger GT-Line,"17,191 mi.",Greenway Kia West,2.4,"1,636 ","$34,990"
2017 Rolls-Royce Ghost Base,"23,645 mi.",Rolls-Royce Motor Cars Raleigh,3.4,90 ,"$234,499"
2021 GMC Sierra 1500 SLT,"41,781 mi.",Ross Downing Chevrolet,5.0,197 ,"$47,329"
2019 BMW X5 xDrive40i,"24,855 mi.",BMW of Wyoming Valley,4.9,122 ,"$47,496"
2020 Acura MDX ,"26,598 mi.",Courtesy Acura,4.6,558 ,"$36,990"
2022 INFINITI QX55 LUXE,"13,811 mi.",Dublin INFINITI,n/a,53 ,"$43,500"
2022 BMW X5 sDrive40i,"8,219 mi.",Sewell BMW MINI of Plano,4.6,"1,068 ","$64,994"
2021 Jeep Gladiator Sport,"8,805 mi.",Island Chrysler Dodge Jeep Ram,4.6,"1,081 ","$43,054"
2022 Toyota Tundra SR5,"1,923 mi.",Handy Toyota Inc,4.8,"4,335 ","$59,200"
2022 RAM 1500 Big Horn,643 mi.,Classic Chrysler Dodge Jeep Ram Fiat,4.5,"1,080 ","$39,992"
2020 BMW M235 Gran Coupe i xDrive,"27,520 mi.",BMW of Monrovia,4.7,957 ,"$37,396"
2021 Toyota Sienna LE,"52,446 mi.",Toyota of Bedford,4.8,704 ,"$40,289"
2021 Kia K5 GT-Line,"28,009 mi.",Generation Kia,4.5,"1,033 ","$30,164"
2021 Toyota Tundra SR5,"46,970 mi.",Berlin City Toyota Lexus,4.5,"1,493 ","$44,970"
2021 Acura TLX ,"11,955 mi.",John Eagle Acura,n/a,0 ,"$42,482"
2021 Volvo XC90 T6 Inscription 6 Passenger,"24,090 mi.",Crown Volvo Cars,4.9,"1,515 ","$57,491"
2021 Ford Transit-350 XLT,"36,755 mi.",Midway Ford of Miami,4.7,811 ,"$57,716"
2021 Volvo XC90 T6 Momentum 7 Passenger,"14,993 mi.",Acura & Volvo of Athens,4.9,86 ,"$49,155"
2021 Chevrolet Colorado LT,"15,514 mi.",Malcolm Cunningham Chevrolet,3.1,159 ,"$31,890"
2018 Toyota Camry SE,"59,001 mi.",Lithia Toyota of Redding,4.7,"1,466 ","$24,995"
2020 Cadillac CT5 Premium Luxury AWD,"19,103 mi.",Les Stanford Chevrolet Cadillac,4.1,779 ,"$36,981"
2019 BMW 540 i,"13,044 mi.",BMW of Honolulu,4.5,365 ,"$43,995"
2018 Nissan Titan XD SL,"69,987 mi.",Sid Dillon Hyundai,3.5,843 ,"$37,996"
2021 Nissan Armada SV,"7,978 mi.",Palmetto 57 Nissan,4.8,"1,414 ","$46,957"
2019 GMC Canyon Denali,"45,035 mi.",Community Buick GMC,4.9,351 ,"$38,915"
2019 Ford Expedition Limited,"39,934 mi.",Mac Haik Ford,4.4,"1,130 ","$46,991"
2020 Chevrolet Camaro 2SS,"7,111 mi.",Thornton Chevrolet,4.6,325 ,"$51,999"
2019 Honda Civic LX,"53,514 mi.",Dover Honda,4.8,"1,183 ","$20,987"
2018 GMC Yukon Denali,"54,146 mi.",Romain Cross Pointe Auto Park,4.6,242 ,"$47,941"
2021 Ferrari F8 Tributo Base,"1,837 mi.",Lake Forest Sports Cars,n/a,6 ,"$399,900"
2020 Toyota Tacoma TRD Off Road,"28,463 mi.",Team Toyota,4.8,"1,345 ","$38,000"
2017 Ford Shelby GT350 Base,"33,424 mi.",AutoNation Ford Panama City,4.4,"1,343 ","$51,477"
2020 Ferrari 812 Superfast Base,"4,981 mi.",Ferrari of Washington,n/a,n/a,"$399,988"
2020 Dodge Durango GT,"41,640 mi.",Brad Deery Motors,4.7,"1,548 ","$33,891"
2022 Volkswagen Atlas 3.6L SEL,"3,550 mi.",Hawk Volkswagen of Joliet,4.8,194 ,"$46,888"
2019 Honda Ridgeline RTL,"51,307 mi.",Smart Honda,4.6,820 ,"$30,995"
2020 Porsche 911 Carrera 4S,"10,081 mi.",Porsche Monmouth,5.0,127 ,"$155,900"
2020 Porsche 911 Carrera 4S,"10,970 mi.",Porsche Monmouth,5.0,127 ,"$159,900"
2017 Porsche Cayenne GTS,"62,840 mi.",Porsche Westwood,3.6,119 ,"$56,991"
2021 Toyota Tacoma TRD Sport,"29,018 mi.",Toyota of Colorado Springs,4.8,"1,493 ","$42,666"
2019 Volkswagen Arteon 2.0T SE,"34,035 mi.",Gossett Porsche VW,n/a,31 ,"$26,813"
2019 BMW M550 i xDrive,"50,775 mi.",BMW of Visalia,4.0,324 ,"$55,609"
2019 Volkswagen Tiguan 2.0T SE,"31,762 mi.",Don Thornton Volkswagen of Tulsa,3.8,281 ,"$26,847"
2022 INFINITI QX55 LUXE,"10,181 mi.",Mike Ward INFINITI,4.8,567 ,"$43,553"
2021 Ford Ranger XLT,"11,194 mi.",Rod Baker Ford,4.3,"1,292 ","$37,998"
2021 Kia Seltos S,"13,829 mi.",Jenkins Kia of Crystal River,4.8,"2,808 ","$25,495"
2021 Toyota Highlander Hybrid Platinum,"22,552 mi.",Stephen Automall Centre,4.8,565 ,"$54,994"
2020 Ford F-150 XLT,"27,736 mi.",Fred Beans Ford of Doylestown,2.5,211 ,"$40,010"
2021 Nissan Frontier SV,"30,811 mi.",Fred Martin Nissan LLC,4.8,"2,213 ","$30,856"
2019 Dodge Charger SXT,"66,776 mi.",Zeigler Chrysler Dodge Jeep Ram of Schaumburg,3.8,793 ,"$25,595"
2019 GMC Yukon SLT,"57,708 mi.",Darrell Waltrip Buick GMC,4.4,79 ,"$47,235"
2019 INFINITI QX80 Luxe,"43,308 mi.",Rickenbaugh INFINITI,4.7,57 ,"$45,000"
2020 Cadillac XT6 Premium Luxury AWD,"19,720 mi.",Al Serra Auto Plaza,4.5,"1,638 ","$42,000"
2020 Cadillac CT4 Sport,"16,990 mi.",Loehmann-Blasius Chevrolet,4.2,735 ,"$35,995"
2021 Cadillac CT4 Premium Luxury,479 mi.,Northwest Hills,5.0,622 ,"$43,431"
2020 Ford Expedition Max Platinum,"13,954 mi.",Phil Long Ford of Chapel Hills,3.5,525 ,"$68,777"
2020 Dodge Charger SXT,"44,715 mi.",Route 18 Chrysler Jeep Dodge Ram,4.7,"1,429 ","$28,944"
2021 Ford Expedition XL,"5,237 mi.",Bolton Ford,3.6,231 ,"$47,499"
2021 Ford F-250 Super Duty,"18,575 mi.",Sakelaris Ford of California,n/a,15 ,"$75,890"
2021 Toyota Avalon XLE,"5,256 mi.",Team Toyota,3.5,82 ,"$35,688"
2019 Toyota Highlander XLE,"70,338 mi.",Toyota of Wausau,n/a,113 ,"$34,862"
2020 Volkswagen Atlas Cross Sport 2.0T SEL,"31,105 mi.",Hall Volkswagen Mazda,4.7,604 ,"$37,994"
2021 BMW 330e xDrive,"16,771 mi.",i.g. Burton Imports,n/a,27 ,"$46,370"
2021 BMW 330e 330e,"3,888 mi.",The BMW Store Cincinnati,4.9,"1,501 ","$57,484"
2019 Porsche 718 Cayman Base,"13,485 mi.",Porsche St. Louis,4.9,336 ,"$67,851"
2022 BMW X7 M50i,"7,728 mi.",BMW of Fairfield,4.2,9 ,"$93,987"
2022 Nissan Altima 2.0 SR,"1,440 mi.",Ron Marhofer Nissan,4.6,717 ,"$29,290"
2022 Chevrolet Trailblazer LT,"9,517 mi.",Cox Chevrolet,3.4,587 ,"$26,977"
2021 Acura ILX Premium Package,"7,925 mi.",Acura of Brookfield,4.8,"1,654 ","$29,869"
2021 Subaru Forester Sport,"18,365 mi.",Tacoma Subaru,4.7,224 ,"$33,650"
2020 Porsche Macan S,"33,957 mi.",Porsche Minneapolis,4.6,317 ,"$61,990"
2019 Porsche Cayenne Base,"34,036 mi.",Sewickley BMW,4.6,266 ,"$66,995"
2020 Nissan Murano SL,"27,297 mi.",Matthews Nissan,n/a,46 ,"$33,995"
2021 Volkswagen Atlas 3.6 V6 SEL R-Line,"13,266 mi.",Lindsay Volkswagen of Dulles,4.6,"1,809 ","$44,381"
2020 Volkswagen Tiguan 2.0T SE,"28,133 mi.",Volkswagen of Rochester,5.0,312 ,"$27,657"
2022 Nissan Pathfinder Platinum,"18,213 mi.",Granbury Nissan,4.5,50 ,"$48,324"
2021 Nissan Maxima Platinum,"7,414 mi.",John Sisson Motors,2.5,33 ,"$38,710"
2022 Jeep Gladiator Sport,"3,541 mi.",Krystal Chrysler Jeep Dodge RAM FIAT,4.9,"1,474 ","$45,795"
2021 Acura RDX Technology Package,"16,221 mi.",Joe Rizza Acura,4.8,"2,085 ","$41,990"
2022 RAM 1500 Big Horn,"3,112 mi.",Landmark Dodge Chrysler Jeep RAM Morrow,3.2,"1,315 ","$46,999"
2020 Chevrolet Silverado 1500 LT,"29,415 mi.",Broadway Ashland,4.5,580 ,"$40,000"
2020 Toyota 4Runner TRD Pro,"26,148 mi.",Hoffman Toyota,4.7,"1,051 ","$56,899"
2021 Volkswagen Atlas 3.6 V6 SEL Premium R-Line,"45,054 mi.",Classic Volkswagen Mentor,4.9,209 ,"$43,995"
2019 Subaru BRZ Limited,"54,690 mi.",Brewster Subaru,5.0,"1,962 ","$28,488"
2018 Toyota Sequoia Platinum,"48,956 mi.",Beaver Toyota Cumming,4.6,"1,246 ","$52,000"
2017 Acura NSX ,"10,698 mi.",Gunn Acura,4.7,930 ,"$142,900"
2019 GMC Canyon All Terrain,"27,860 mi.",Yemm Chevrolet Buick GMC Chrysler Dodge Jeep Ram,4.7,69 ,"$39,945"
2020 Honda Civic Si Base,"40,609 mi.",McGrath Honda of St. Charles,4.4,932 ,"$26,100"
2021 Alfa Romeo Giulia Base,"10,986 mi.",Alfa Romeo of Strongsville,4.8,875 ,"$35,964"
2020 Chevrolet Impala Premier,"55,206 mi.",Sunrise Chevrolet of Glendale Heights,4.8,"3,158 ","$26,786"
2020 Toyota Corolla SE,"15,609 mi.",Kolar Imported,4.8,454 ,"$26,991"
2019 Nissan Maxima 3.5 SR,"22,853 mi.",Germain Nissan,4.1,522 ,"$32,794"
2018 Maserati Quattroporte S Q4,"39,405 mi.",Faulkner Maserati Alfa Romeo Willow Grove,5.0,8 ,"$44,998"
2017 GMC Terrain SLT,"48,941 mi.",Crippen Automotive,4.8,"1,147 ","$21,444"
2022 Chevrolet Blazer RS,"12,710 mi.",James Wood AutoPark,4.5,"1,294 ","$52,950"
2018 GMC Terrain SLE,"41,207 mi.",Richardson Motors,3.7,270 ,"$23,957"
2020 Volvo V90 Cross Country T6,"43,383 mi.",Acura & Volvo of Athens,4.9,86 ,"$40,988"
2019 GMC Acadia Denali,"32,101 mi.",Martin Chevrolet,4.8,"1,685 ","$40,555"
2022 INFINITI QX55 LUXE,"9,449 mi.",Crest Auto Group,4.6,566 ,"$43,291"
2022 INFINITI QX55 ESSENTIAL,"8,642 mi.",Sewell INFINITI,4.7,230 ,"$51,881"
2020 Ford Explorer Limited,"46,224 mi.",Sentry Ford Lincoln,2.9,297 ,"$38,466"
2023 Kia Seltos LX,358 mi.,Jenkins Kia of Crystal River,4.8,"2,808 ","$31,991"
2022 Chevrolet Silverado 2500 High Country,"1,155 mi.",Beck & Masten North,4.1,"1,269 ","$78,617"
2019 INFINITI QX30 LUXE,"6,733 mi.",Harte INFINITI,4.5,740 ,"$28,850"
2021 Acura RDX Technology Package,"15,890 mi.",Shottenkirk Acura Huntsville,3.9,55 ,"$42,928"
2022 INFINITI QX80 SENSORY,"13,020 mi.",Sewell INFINITI of North Houston,4.9,157 ,"$75,499"
2019 Maserati Levante GranLusso,"27,913 mi.",Maserati of Tampa,4.7,99 ,"$53,962"
2022 Kia K5 LXS,"9,601 mi.",Lokey Kia,4.5,"5,635 ","$25,987"
2021 Nissan Frontier SV,590 mi.,Anchor Auto Group - Subaru Nissan,4.2,"1,052 ","$36,951"
2020 BMW 440 i xDrive,"33,064 mi.",BMW of Shrewsbury,1.9,26 ,"$52,950"
2020 Acura TLX FWD,"16,825 mi.",Ed Napleton Acura Kia,3.0,585 ,"$27,990"
2018 Chevrolet Tahoe LT,"37,896 mi.",Bob Jeannotte Buick GMC,3.9,76 ,"$44,995"
2018 Nissan Altima 2.5 SR,"40,143 mi.",Palm Springs Nissan,4.7,713 ,"$19,938"
2022 Ford F-150 Raptor,"1,108 mi.",Golf Mill Ford,4.8,"2,893 ","$94,998"
2021 Chevrolet Malibu RS,"17,236 mi.",Donovan & Bauer Auto Group,4.9,11 ,"$24,990"
2022 Volkswagen Tiguan 2.0T SE R-Line Black,"9,485 mi.",Hendrick Volkswagen Frisco,4.6,220 ,"$36,995"
2021 Volvo XC40 T5 R-Design,"32,956 mi.",Crown Volvo Cars,4.9,"1,515 ","$37,491"
2021 Jeep Grand Cherokee Laredo X,"7,587 mi.",Wilmington Auto Center Chrysler Dodge Jeep RAM,4.9,176 ,"$39,520"
2022 Dodge Challenger R/T,590 mi.,"Huffines Chrysler, Jeep, Dodge, RAM Plano",3.4,508 ,"$41,995"
2021 GMC Sierra 1500 SLT,"17,363 mi.",Beck & Masten Buick GMC South,4.4,"2,443 ","$52,243"
2022 Ford Mustang Mach-E Select,"8,847 mi.",McCombs Ford West,4.8,"1,588 ","$63,888"
2017 RAM ProMaster City Tradesman SLT,"55,290 mi.",Troiano Auto Group,n/a,88 ,"$24,900"
2022 Porsche Taycan GTS,321 mi.,Porsche Fremont,4.9,496 ,"$165,884"
2021 Volvo XC40 T4 R-Design,"2,451 mi.",McLarty Volvo Cars of Little Rock,n/a,274 ,"$42,490"
2019 Toyota Avalon XSE,"76,477 mi.",Joseph Toyota of Cincinnati,4.7,"1,246 ","$27,632"
2020 Porsche Macan S,"14,866 mi.",Beverly Hills Porsche,4.3,86 ,"$59,992"
2023 Chevrolet Silverado 2500 LT,"1,765 mi.",PREMIER Chevrolet of Carlsbad,1.3,13 ,"$63,500"
2023 Acura MDX ,548 mi.,Tim Smith Acura,4.5,18 ,"$65,988"
2019 Ford Ranger Lariat,"12,190 mi.",Fairway Ford,4.8,918 ,"$38,500"
2022 Porsche Taycan Cross Turismo 4S,"3,224 mi.",Porsche St. Louis,4.9,336 ,"$174,985"
2014 Porsche 911 Carrera,"30,445 mi.",Porsche West Houston,4.6,588 ,"$79,999"
2019 Volvo XC60 Hybrid T8 Inscription,"32,211 mi.",Volvo Cars Princeton,4.8,"1,235 ","$48,991"
2021 Ford F-150 Lariat,"5,462 mi.",Mike Castrucci of Alexandria,4.6,103 ,"$58,986"
2022 Ferrari Portofino M Base,167 mi.,Wide World Ferrari,4.1,24 ,"$316,888"
2020 BMW X3 M M,"25,934 mi.",Ferman BMW,4.7,"5,656 ","$61,987"
2019 Honda Passport ,"25,167 mi.",Roush Honda,4.9,"5,422 ","$30,200"
2019 Volkswagen Atlas 3.6L SE w/Technology,"16,569 mi.",Suntrup Volkswagen,4.9,"1,245 ","$34,777"
2022 Nissan Frontier SV,"3,859 mi.",Moyer Nissan,4.6,"2,538 ","$37,416"
2021 Dodge Durango R/T,"7,291 mi.",Lansdale Chrysler Dodge Jeep Ram Fiat,n/a,31 ,"$57,991"
2019 Toyota 4Runner TRD Off Road,"59,369 mi.",Irwin Automotive Group,4.8,"1,716 ","$34,700"
2022 Chevrolet Camaro SS,"6,449 mi.",Bill Stasek Chevrolet,4.6,"2,143 ","$45,488"
2019 BMW 530e xDrive iPerformance,"13,821 mi.",Motorwerks BMW,4.7,"1,671 ","$45,760"
2022 Porsche Panamera Sport Turismo 4,"9,952 mi.",Porsche Naples,4.6,184 ,"$112,900"
2022 Acura TLX Technology,"2,343 mi.",Ed Napleton Acura Kia,3.0,585 ,"$37,495"
2022 Kia EV6 Wind,"1,496 mi.",Ed Napleton Acura Kia,3.0,585 ,"$51,995"
2021 Cadillac CT5 Premium Luxury,"22,632 mi.",Faulkner Chevrolet Cadillac,4.3,222 ,"$38,550"
2018 Porsche Panamera Base,"12,308 mi.",Porsche of New Orleans,4.7,504 ,"$77,999"
2021 Nissan Titan PRO-4X,"22,795 mi.",Lia Nissan of Saratoga,4.0,389 ,"$47,499"
2019 Ford Expedition Max Limited,"35,153 mi.",Future Ford of Concord,n/a,623 ,"$55,950"
2019 Ford Expedition Max Limited,"51,309 mi.",Sunnyvale Ford,4.4,137 ,"$48,995"
2021 GMC Acadia SLT,"22,937 mi.",Walker Chevrolet,n/a,4 ,"$39,955"
2021 Kia K5 LXS,"39,062 mi.",Dulles Motorcars Subaru Kia,3.5,201 ,"$23,752"
2021 Kia K5 LXS,"42,455 mi.",DARCARS Kia of Frederick,3.7,112 ,"$24,200"
2022 Kia K5 GT-Line,"21,758 mi.",Kia of Waldorf,4.7,356 ,"$30,883"
2020 GMC Yukon Denali,"31,374 mi.",Kelly Buick GMC,4.3,"1,722 ","$57,551"
2019 BMW X5 xDrive50i,"29,229 mi.",BMW of San Antonio,4.1,959 ,"$61,962"
2019 Volvo S60 T6 Momentum,"6,599 mi.",Bernardi Volvo Cars Natick,4.5,467 ,"$39,898"
2021 INFINITI Q50 3.0t SENSORY,"7,406 mi.",INFINITI of Clarendon Hills,4.8,"1,796 ","$43,680"
2022 INFINITI QX60 Base,"19,000 mi.",INFINITI of Englewood,4.1,21 ,"$59,798"
2021 Ford Mustang Mach-E GT,"3,838 mi.",Hoffman Ford Lincoln,3.9,701 ,"$68,998"
2019 Cadillac XT5 Luxury,"20,472 mi.",Bubba Oustalet Chevrolet Cadillac,n/a,14 ,"$49,997"
2021 Cadillac XT5 Luxury,"22,381 mi.",Loehmann-Blasius Chevrolet,4.2,735 ,"$36,965"
2019 Jeep Grand Cherokee Altitude,"25,477 mi.",Allen Mello Chrysler Dodge Jeep RAM,3.7,234 ,"$36,007"
2020 Ford Shelby GT350 Base,"24,547 mi.",Villa Ford of Orange,4.6,325 ,"$72,991"
2017 Toyota Highlander XLE,"46,330 mi.",Smart Motors,4.7,847 ,"$32,156"
2021 Dodge Challenger R/T,"33,381 mi.",Woody's Dodge Jeep Chrysler RAM,4.6,"1,821 ","$37,331"
2018 Volvo XC90 T6 Momentum,"75,555 mi.",Suntrup Volvo Cars West County,4.6,466 ,"$30,971"
2021 Ford Explorer Platinum,"15,385 mi.",Sarat Ford Lincoln,4.0,502 ,"$55,990"
2017 Buick Enclave Premium,"41,427 mi.",Tulley Automotive Group,4.5,843 ,"$28,884"
2020 Chevrolet Traverse High Country,"20,765 mi.",Richard Chevrolet,4.5,"1,028 ","$42,969"
2022 Ford Bronco Badlands,"1,716 mi.",Durango Motor Company,4.6,645 ,"$55,569"
2020 Ford Explorer XLT,"22,856 mi.",Hawk Ford of St. Charles,4.7,"1,782 ","$40,900"
2020 BMW 330 i,"21,978 mi.",BMW of Palm Springs,4.8,600 ,"$34,588"
2019 Jeep Cherokee Latitude,"52,359 mi.",Chapman Dodge Chrysler Jeep RAM,4.7,988 ,"$20,208"
2019 Ford Expedition LIMITED,"42,184 mi.",Kenly Ford,n/a,15 ,"$52,990"
2022 Honda Odyssey EX-L,"16,154 mi.",Kendall Honda,4.7,417 ,"$40,895"
